cellLine,drug,ic50_CCLE,auc_CCLE,ic50_GDSC,auc_GDSC
NCI-H1693,17-AAG,8,0.22725,20.6505303110539,0.016177
NCI-H1694,17-AAG,3.349775107,0.111075,54.7677764491004,0.00582800000000006
NCI-H1703,17-AAG,0.039121125,0.5287,0.0191937802066704,0.189715
NCI-H1792,17-AAG,0.103014566,0.55675,0.09618450547802,0.386708
NCI-H1793,17-AAG,0.238597125,0.3371375,0.38510394273609,0.224461
NCI-H1975,17-AAG,0.055695072,0.53175,0.0866426578344798,0.245321
NCI-H2009,17-AAG,0.188103288,0.44775,0.178349708786298,0.304153
NCI-H2030,17-AAG,0.04906629,0.61625,0.0541414073765466,0.256406
NCI-H2052,17-AAG,0.238069907,0.397625,1.30506519841769,0.132215
NCI-H2087,17-AAG,0.064093605,0.374875,0.173679957172619,0.294045
NCI-H2122,17-AAG,0.026409486,0.73875,0.0974468673279871,0.377101
NCI-H2170,17-AAG,0.015281511,0.58,0.175357593239531,0.234261
NCI-H2228,17-AAG,0.113416389,0.397125,0.353572048394941,0.203114
NCI-H226,17-AAG,8,0.262375,1.8935947372808,0.115617
NCI-H23,17-AAG,0.046550732,0.5397625,0.032018641465483,0.453177
NCI-H2452,17-AAG,0.147931322,0.4463875,0.139557161750188,0.340942
NCI-H28,17-AAG,0.148407042,0.409625,0.118169410726819,0.271218
NCI-H358,17-AAG,0.07596647,0.37875,0.687264536822294,0.179963
NCI-H441,17-AAG,0.170633957,0.35675,2.02337113683048,0.139767
NCI-H460,17-AAG,0.0637509,0.563875,0.0197386033452528,0.617296
NCI-H520,17-AAG,0.09997908,0.3980625,0.387025769621499,0.235247
NCI-H522,17-AAG,0.079639822,0.42125,0.8778302861393,0.150558
NCI-H650,17-AAG,0.306331158,0.434675,0.176823008265042,0.30397
NCI-H661,17-AAG,8,0.1451625,0.348685119649805,0.239158
NCI-H727,17-AAG,0.347080976,0.256875,1.10153867736185,0.163505
NCI-H747,17-AAG,0.084120333,0.50625,0.241686946443118,0.272096
NCI-H810,17-AAG,8,0.183175,4.39735841320333,0.0635869999999999
NCI-N87,17-AAG,0.006280354,0.75875,0.0259300694777535,0.389249
OVCAR-3,17-AAG,0.245931864,0.2658375,0.59340923997776,0.173779
NUGC-3,17-AAG,0.061240714,0.491875,0.144776225651558,0.287278
OC-314,17-AAG,0.180269763,0.407625,0.24011771421219,0.279695
OCI-AML2,17-AAG,0.088610291,0.5495,7.52298499480403,0.029037
OE33,17-AAG,0.058549874,0.556,0.851006085019612,0.165636
ONS-76,17-AAG,1.565893888,0.202,4.57950081578806,0.047784
OPM-2,17-AAG,0.666394174,0.408225,102.029501310492,0.00341000000000002
OVCAR-4,17-AAG,0.459155321,0.333875,1.69606862600935,0.079613
OVCAR-8,17-AAG,0.146128953,0.4898,0.0862207854387342,0.411992
P12-ICHIKAWA,17-AAG,0.594166398,0.3464375,141.505275631059,0.00205
P31-FUJ,17-AAG,0.549713969,0.3584225,78.783296417746,0.00375300000000001
Panc 03.27,17-AAG,0.068110488,0.528625,0.102857679364212,0.387856
Panc 10.05,17-AAG,0.086982444,0.45775,0.411699732480012,0.185703
PC-14,17-AAG,0.101145402,0.56,0.0409289353622439,0.467192
PC-3,17-AAG,0.388138115,0.2860875,0.079241827069771,0.400919
PSN1,17-AAG,0.150998741,0.475125,0.0460310090417316,0.499303
Raji,17-AAG,2.661648512,0.21199625,48.3233074419546,0.00997800000000004
RD,17-AAG,0.117055684,0.54,0.191131998118944,0.271615
REH,17-AAG,0.557084382,0.366625,50.8474004875985,0.00656199999999996
RERF-LC-MS,17-AAG,0.161490873,0.5007875,0.746129575620611,0.162027
RKO,17-AAG,0.076428831,0.5925,0.11764119585154,0.360169
RL95-2,17-AAG,0.037230793,0.408875,0.154383424720607,0.310751
RPMI-7951,17-AAG,0.015701033,0.72375,0.00467773621885393,0.587706
RPMI-8402,17-AAG,0.701769114,0.313275,81.064489129815,0.003718
RT-112,17-AAG,0.063486055,0.54075,0.140348452814583,0.309853
RT4,17-AAG,0.058811292,0.467025,0.488268900145079,0.191909
RVH-421,17-AAG,0.074710794,0.481875,0.191163155173868,0.303162
Saos-2,17-AAG,0.215714768,0.379,0.878710312905793,0.150474
SBC-5,17-AAG,0.141069055,0.492625,0.20118165959618,0.301888
SCC-25,17-AAG,0.091868989,0.6,0.245627037801537,0.264986
SCC-9,17-AAG,0.046046477,0.5965,0.167163818212435,0.310596
SF126,17-AAG,1.220534086,0.329175,31.2058007809393,0.00850099999999998
SF295,17-AAG,0.171886235,0.48025,0.0645196790605835,0.420822
SHP-77,17-AAG,0.312299043,0.3472625,0.904854610110226,0.126853
SIMA,17-AAG,1.778700352,0.1891375,79.5617937811133,0.00394499999999998
SJRH30,17-AAG,0.746346474,0.375875,2.04252543387485,0.082815
SJSA-1,17-AAG,0.312380582,0.386625,0.318473184693306,0.210426
SK-CO-1,17-AAG,0.055818412,0.476125,0.0518086062341809,0.478815
SK-HEP-1,17-AAG,0.230151474,0.4024625,11.7645997358692,0.026573
SK-LMS-1,17-AAG,0.272266209,0.475,0.565952005675857,0.149452
SK-LU-1,17-AAG,0.035872128,0.4855,0.0308242672963538,0.326681
SK-MEL-2,17-AAG,8,0.1528875,0.11864434006731,0.339845
SK-MEL-24,17-AAG,0.174343437,0.521125,0.138698328905496,0.242907
SK-MEL-30,17-AAG,8,0.33,0.911850707704655,0.169836
SK-MEL-5,17-AAG,0.210538805,0.345825,2.27435387255474,0.136516
SK-MES-1,17-AAG,0.026852531,0.4984125,0.0360577304985438,0.448422
SK-MM-2,17-AAG,0.116272509,0.4415,34.0810325728076,0.00762200000000002
SK-N-AS,17-AAG,0.385245234,0.336775,3.44711965594456,0.035631
SK-N-DZ,17-AAG,0.637133241,0.330375,2.44636438998945,0.101768
SK-N-FI,17-AAG,0.993309379,0.264285714285714,4.85008873180712,0.048933
SK-OV-3,17-AAG,0.117106043,0.346875,0.288198442403306,0.25419
SNG-M,17-AAG,0.27879262,0.4325,7.77946056758131,0.036991
NCI-SNU-1,17-AAG,0.046669591,0.574625,8.84438681852953,0.088166
NCI-SNU-16,17-AAG,0.014801629,0.6595,0.613631925781415,0.188466
SNU-387,17-AAG,0.340427518,0.3190125,1.89693798627604,0.077607
SNU-423,17-AAG,0.855389178,0.31185,9.36666397214316,0.02422
SNU-449,17-AAG,1.962941647,0.2039125,24.8741223497473,0.013429
SNU-C2B,17-AAG,0.441985011,0.326375,1.5535738709128,0.128107
SUP-T1,17-AAG,0.454656243,0.305125,5.37491629032807,0.04821
SW1088,17-AAG,0.062667288,0.445125,0.164128437857205,0.308435
SW1417,17-AAG,0.068497665,0.548125,1.7284913914354,0.093778
SW1573,17-AAG,8,0.300125,0.147578358528725,0.323326
SW1990,17-AAG,0.055297799,0.5045,0.121569033572724,0.317726
SW48,17-AAG,0.014938917,0.72375,0.050389623905038,0.41067
SW620,17-AAG,0.03864982,0.64375,0.181034800181673,0.32068
SW780,17-AAG,0.055612143,0.483075,0.0420292699437742,0.449823
SW900,17-AAG,0.320660651,0.3359375,1.07829921617766,0.124245
T-24,17-AAG,0.199150398,0.4325,0.331589672717901,0.226027
T47D,17-AAG,1.789526105,0.168675,20.4984443930658,0.019911
T84,17-AAG,0.53340598,0.17205125,18.8695403440892,0.024429
T98G,17-AAG,0.155537844,0.475,0.0410265442923604,0.486236
TCCSUP,17-AAG,0.04668178,0.5581875,0.0596449973904256,0.352984
TE-1,17-AAG,0.074513651,0.500875,0.0920362277088365,0.381898
TE-11,17-AAG,0.172436342,0.457625,0.121616819592256,0.34663
TE-15,17-AAG,0.103201464,0.4808,0.148290661819029,0.308864
TE-5,17-AAG,0.350542456,0.402625,7.41298357522251,0.097228
TE-9,17-AAG,0.087467499,0.4855,0.217859046718148,0.275157
TYK-nu,17-AAG,0.085773639,0.476125,0.0398523461878384,0.493777
U-118-MG,17-AAG,0.131359786,0.49475,0.275793743168178,0.269625
U-2-OS,17-AAG,0.099057235,0.5355,0.171728248875777,0.277287
U-87-MG,17-AAG,0.106696405,0.4635,0.103065867999666,0.326628
UACC-257,17-AAG,0.176819474,0.305625,0.572925836979069,0.189088
UACC-62,17-AAG,0.063543618,0.54275,0.322269863187874,0.237712
UM-UC-3,17-AAG,0.293646216,0.4153375,0.454698826034853,0.17615
VMRC-RCZ,17-AAG,0.852490127,0.3140625,0.137624956502152,0.32228
WM-115,17-AAG,0.047518171,0.49625,0.0376196409229238,0.42061
YKG-1,17-AAG,0.214574531,0.394,0.0507133038222943,0.433182
ZR-75-30,17-AAG,0.086871609,0.3668375,0.521209086540036,0.212478
697,PHA-665752,3.275441885,0.160975,28.7632635002987,0.026027
8-MG-BA,PHA-665752,8,0.39625,193.210061774407,0.00369200000000003
A253,PHA-665752,8,0.036575,126.11548061153,0.00645600000000002
BL-41,PHA-665752,8,0,95.2518084330187,0.010968
BL-70,PHA-665752,6.465454578,0.0134,55.316763498694,0.020361
BT-474,PHA-665752,6.84863472,0.099825,253.941772852329,0.00394499999999998
C2BBe1,PHA-665752,8,0,230.931470036749,0.003077
Calu-6,PHA-665752,8,0,175.445420458741,0.00370300000000001
CAS-1,PHA-665752,8,0,257.406359103844,0.00364299999999995
COLO-320-HSR,PHA-665752,8,0.0381575,161.150546579595,0.033713
DEL,PHA-665752,1.974251866,0.2209625,479.328899706063,0.000967000000000051
DMS-114,PHA-665752,8,0.078225,366.713540619153,0.00351100000000004
DOHH-2,PHA-665752,2.651649952,0.0375125,10.9263685404847,0.0525679999999999
EB2,PHA-665752,8,0.039,67.2575311787575,0.062382
EM-2,PHA-665752,6.589995384,0.0503375,163.4960776269,0.00351199999999996
GB-1,PHA-665752,8,0,79.8812374668016,0.010375
GCIY,PHA-665752,8,0.0363875,193.970483387381,0.00398600000000005
GI-1,PHA-665752,8,0.056925,11.8596276781091,0.05537
HCC1187,PHA-665752,8,0.05575,112.675724662949,0.031927
HD-MY-Z,PHA-665752,8,0.119725,183.293372936592,0.00382000000000005
HH,PHA-665752,8,0,43.5068762363044,0.01346
HT,PHA-665752,8,0.005675,512.813381379596,0.000962000000000018
HT-144,PHA-665752,8,0.0413405,14.2162688149845,0.0431859999999999
IA-LM,PHA-665752,8,0.0796875,174.176473367156,0.00400800000000001
IST-MES1,PHA-665752,3.788518667,0.0662125,190.170682908507,0.00368599999999997
JVM-3,PHA-665752,8,0,443.377255412779,0.000983999999999985
KALS-1,PHA-665752,8,0.0012,103.511632738662,0.010364
KARPAS-299,PHA-665752,3.045838118,0.163725,540.462362469157,0.000956999999999986
KARPAS-422,PHA-665752,5.938162327,0.0994625,261.914469978289,0.00349100000000002
KG-1,PHA-665752,8,0.0403625,130.581819545934,0.00403299999999995
KLE,PHA-665752,8,0.0460375,80.0530067790778,0.011124
KNS-42,PHA-665752,8,0.0509625,170.164054809331,0.00399000000000005
KNS-81-FD,PHA-665752,8,0.01944625,15.5848766729652,0.046122
K052,PHA-665752,8,0.0644875,351.56689285965,0.00094099999999997
KU812,PHA-665752,8,0.0279,34.5702332123044,0.013926
KURAMOCHI,PHA-665752,3.98032403,0.0538125,123.647404123177,0.00645099999999998
L-363,PHA-665752,4.469186783,0.2062875,411.267559894655,0.00212800000000002
L-428,PHA-665752,8,0.0775125,517.631707497709,0.000967000000000051
LOXIMVI,PHA-665752,8,0.0452625,222.35250879883,0.00354500000000002
LP-1,PHA-665752,8,0,117.187240293483,0.00607899999999995
LS-123,PHA-665752,8,0.0036,81.1104657282855,0.013463
LS-411N,PHA-665752,8,0.0995875,127.875738573378,0.00639699999999999
LS-513,PHA-665752,8,0.044125,149.465560239294,0.00612000000000001
MC116,PHA-665752,8,0.0739625,257.52402069358,0.00352699999999995
MEG-01,PHA-665752,8,0,386.581611122436,0.00192300000000001
MPP-89,PHA-665752,8,0,74.6800508814787,0.0116270000000001
MSTO-211H,PHA-665752,8,0.0546625,337.506240327193,0.00211600000000001
NCI-H1092,PHA-665752,8,0,201.45841844155,0.00351100000000004
NCI-H1155,PHA-665752,8,0.050075,448.655799402207,0.000982000000000038
NCI-H1299,PHA-665752,8,0.061175,609.308068858291,0.000982000000000038
NCI-H1355,PHA-665752,8,0,128.453246800279,0.00627100000000003
NCI-H1581,PHA-665752,8,0.024025,331.462605718266,0.00208200000000003
NCI-H1648,PHA-665752,8,0,110.980998280937,0.00744800000000001
NCI-H1666,PHA-665752,8,0.025375,492.391435116099,0.00097400000000003
NCI-H1694,PHA-665752,8,0,254.192791306604,0.002081
NCI-H1975,PHA-665752,8,0.025775,301.899445496917,0.00222800000000001
NCI-H226,PHA-665752,8,0,465.479938910466,0.00108399999999997
NCI-H23,PHA-665752,8,0.0302125,181.100115018572,0.00925500000000001
NCI-H747,PHA-665752,8,0,163.089641908764,0.00396700000000005
OCI-AML2,PHA-665752,8,0.00775,187.174998480748,0.00711300000000004
ONS-76,PHA-665752,8,0,180.237062810545,0.00368500000000005
OPM-2,PHA-665752,8,0,397.211148698131,0.00092800000000004
OVCAR-4,PHA-665752,8,0.0520125,237.21383696186,0.002467
P31-FUJ,PHA-665752,8,0.1615625,600.024207358629,0.00032500000000002
PSN1,PHA-665752,8,0.083025,55.008020396946,0.010763
Raji,PHA-665752,8,0.048,360.674179165287,0.000932999999999962
REH,PHA-665752,8,0.06325125,506.402597418366,0.038941
RKO,PHA-665752,8,0.072025,107.550015517988,0.00741099999999995
RL95-2,PHA-665752,8,0,55.3942612033275,0.018602
RPMI-8402,PHA-665752,5.857888222,0.03875,20.3268566631033,0.017
SF126,PHA-665752,8,0,304.007994877635,0.00224299999999999
SHP-77,PHA-665752,8,0,455.819090757068,0.000967000000000051
SIG-M5,PHA-665752,0.449669963,0.1138,137.422758101643,0.00384499999999999
SIMA,PHA-665752,8,0,97.2479594734233,0.026069
SJSA-1,PHA-665752,8,0.0522625,187.173688260344,0.00399499999999997
SK-LMS-1,PHA-665752,8,0.1730125,0.898460981470773,0.23158
SK-MEL-2,PHA-665752,8,0.0502875,196.295072680103,0.00347900000000001
SK-MM-2,PHA-665752,8,0.076875,231.192338899184,0.00329000000000002
SK-N-DZ,PHA-665752,8,0.0467625,21.213144221521,0.020126
SK-N-FI,PHA-665752,8,0,362.083917044184,0.002162
NCI-SNU-1,PHA-665752,8,0.0017375,5.63732690418511,0.0327
NCI-SNU-16,PHA-665752,8,0.0324125,103.841427502884,0.00683100000000003
SNU-C2B,PHA-665752,8,0,194.163191741248,0.00368299999999999
SUP-T1,PHA-665752,8,0,2.13964301564626,0.098494
TE-1,PHA-665752,8,0.0918125,78.5490287586915,0.012518
TE-11,PHA-665752,0.031037039,0.0833875,26.0690034165119,0.032731
TE-15,PHA-665752,8,0.235175,16.577063117997,0.064133
TE-5,PHA-665752,8,0.0548875,208.785832146121,0.00368800000000002
TE-9,PHA-665752,8,0,267.219655510687,0.00258199999999997
U-87-MG,PHA-665752,8,0.0251,55.4474652279284,0.032979
UACC-257,PHA-665752,8,0.0579875,172.666502013301,0.00442100000000001
UACC-812,PHA-665752,8,0.013225,146.926432158606,0.00725799999999999
697,lapatinib,0.849476227,0.045325,132.199216397718,0.012493
8-MG-BA,lapatinib,5.226619908,0.0547625,104.774874918513,0.00853499999999996
A253,lapatinib,8,0.0808125,1.97335472393307,0.189943
BL-41,lapatinib,5.89598608,0.1125875,32.1053601801172,0.017029
BL-70,lapatinib,8,0,285.747627520491,0.00192999999999999
BT-474,lapatinib,0.116183236,0.5507375,0.213145339690518,0.371971
C2BBe1,lapatinib,4.09934473,0.1533875,52.1070366447825,0.013057
Calu-6,lapatinib,8,0.0716,107.958943276519,0.00762700000000005
CAS-1,lapatinib,8,0.0248375,133.165005218025,0.00727100000000003
COLO-320-HSR,lapatinib,6.295311928,0.0762,160.226429631519,0.00406600000000001
DEL,lapatinib,6.89677763,0.0872875,158.79213184342,0.00369399999999998
DMS-114,lapatinib,8,0,329.610613938454,0.00213799999999997
DOHH-2,lapatinib,1.706622675,0,21.4812615651643,0.0424909999999999
EB2,lapatinib,8,0.0540875,36.6188816698747,0.018223
EM-2,lapatinib,8,0,405.335046333176,0.001058
GB-1,lapatinib,8,0.057,203.90373597558,0.00363599999999997
GCIY,lapatinib,7.255415916,0.0665375,9.57420018514301,0.0707
GI-1,lapatinib,8,0,6.51682308311989,0.068955
HCC1187,lapatinib,8,0,397.471009754683,0.000943999999999945
HD-MY-Z,lapatinib,7.012477875,0.0601125,22.396506793919,0.0175070000000001
HH,lapatinib,8,0,101.555353042003,0.00654600000000005
HT,lapatinib,6.772954499,0,440.060404304433,0.000929999999999986
HT-144,lapatinib,8,0.08235,197.718242585699,0.004081
IST-MES1,lapatinib,8,0.04785,10.2565138366427,0.062392
JVM-3,lapatinib,8,0,369.042937847034,0.000983999999999985
KALS-1,lapatinib,8,0.018125,101.750424876052,0.00765800000000005
KARPAS-299,lapatinib,8,0,228.370200818732,0.00378999999999996
KARPAS-422,lapatinib,8,0,440.584828478565,0.000951000000000035
KG-1,lapatinib,8,0,354.621137045163,0.00108200000000003
KNS-42,lapatinib,8,0,11.7255474022311,0.050011
KNS-81-FD,lapatinib,8,0.046775,62.1716432816722,0.00925200000000004
KU812,lapatinib,8,0.0234625,160.165234824352,0.00841999999999998
KURAMOCHI,lapatinib,8,0.026125,30.8057388832196,0.027214
L-363,lapatinib,8,0,381.184305640531,0.00095400000000001
L-428,lapatinib,8,0,424.651571111928,0.000950000000000006
LOXIMVI,lapatinib,8,0.00892575,263.219688240791,0.00355700000000003
LP-1,lapatinib,1.779385119,0,23.809650936083,0.018602
LS-123,lapatinib,8,0,15.8173430589283,0.0815900000000001
LS-411N,lapatinib,8,0.0094375,26.3369000614886,0.027661
LS-513,lapatinib,2.88055253,0.2156,39.979746964492,0.07961
MC116,lapatinib,8,0,332.857010544979,0.00190000000000001
MEG-01,lapatinib,8,0.0034375,87.9995763269377,0.0153489999999999
MPP-89,lapatinib,8,0.00678749999999999,25.2035535886939,0.035388
MSTO-211H,lapatinib,8,0.020975,158.554439306078,0.00867799999999996
NCI-H1092,lapatinib,8,0.057925,348.692344835254,0.00213600000000003
NCI-H1155,lapatinib,8,0.022775,585.879419715379,0.000983999999999985
NCI-H1355,lapatinib,7.860697269,0.172425,12.8985254676371,0.051225
NCI-H1581,lapatinib,8,0,399.58239929658,0.000974999999999948
NCI-H1648,lapatinib,0.373408833,0.21925,0.0254417946138756,0.523127
NCI-H1666,lapatinib,0.386495948,0.355825,528.036283449712,0.000973000000000002
NCI-H1694,lapatinib,8,0,17.1528784640894,0.019747
NCI-H1975,lapatinib,8,0.0015375,27.9927066651295,0.055929
NCI-H226,lapatinib,8,0,193.416907183065,0.00820799999999999
NCI-H23,lapatinib,8,0,26.7574783832561,0.024409
NCI-H747,lapatinib,8,0.0766,38.8845889042406,0.0961379999999999
OCI-AML2,lapatinib,8,0.0294125,382.750752281399,0.000921999999999978
ONS-76,lapatinib,8,0.0021629875,60.0635999508205,0.019073
OPM-2,lapatinib,8,0,177.454102852466,0.00372799999999995
OVCAR-4,lapatinib,8,0.0612625,9.11674652719421,0.060542
P31-FUJ,lapatinib,8,0,516.337179128046,0.000991999999999993
PSN1,lapatinib,8,0.003575,187.236963659916,0.00400699999999998
Raji,lapatinib,8,0,104.877499747715,0.00707800000000003
REH,lapatinib,7.811583519,0.047675,113.124615147132,0.00988299999999998
RKO,lapatinib,8,0.000317500000000002,28.1445857391582,0.025811
RL95-2,lapatinib,3.012983322,0.176575,3.15670259437848,0.1582
RPMI-8402,lapatinib,5.996370792,0.08685,19.0742450804112,0.029417
SF126,lapatinib,8,0.0410375,122.923228258111,0.00770300000000002
SHP-77,lapatinib,8,0,142.363408047799,0.017521
SIG-M5,lapatinib,7.851887226,0.0435375,130.640594588122,0.00401399999999996
SIMA,lapatinib,8,0,299.418721472835,0.00348999999999999
SJSA-1,lapatinib,8,0,45.5473753158159,0.020692
SK-LMS-1,lapatinib,7.136584282,0.07537125,14.5144978263143,0.062105
SK-MEL-2,lapatinib,8,0.0441125,297.521651354588,0.00215600000000005
SK-MM-2,lapatinib,2.369957447,0.1400625,94.6032660213067,0.00681100000000001
SK-N-DZ,lapatinib,8,0,58.8571899255594,0.0120130000000001
SK-N-FI,lapatinib,8,0,266.19549967122,0.00215299999999996
NCI-SNU-1,lapatinib,8,0.05755,489.838135099545,0.00096099999999999
NCI-SNU-16,lapatinib,6.697770596,0.186,237.340780318955,0.00388500000000003
SUP-T1,lapatinib,8,0,153.795992474609,0.00341199999999997
TE-1,lapatinib,8,0.0751875,2.04829758131866,0.189769
TE-15,lapatinib,1.285878181,0.156125,10.2450022365774,0.128968
TE-5,lapatinib,8,0.0719875,4.03729535017107,0.132772
TE-9,lapatinib,5.855278969,0.15215,0.744527120289786,0.22569
U-87-MG,lapatinib,8,0.0349375,94.5279917846745,0.00994899999999999
UACC-257,lapatinib,8,0.0127875,83.8243048964511,0.011444
UACC-812,lapatinib,8,0.2059125,4.5615250116699,0.064847
22RV1,Nutlin-3,8,0.076925,12.8058999714875,0.106564
5637,Nutlin-3,8,0,609.624381822142,0.00603200000000004
639-V,Nutlin-3,8,0.0666625,43.7960223792721,0.059482
697,Nutlin-3,1.890523672,0.2588125,2.02119111798625,0.237522
769-P,Nutlin-3,5.591301918,0.0859857142857143,66.6517964666729,0.01675
786-0,Nutlin-3,8,0,100.957637685506,0.026093
8305C,Nutlin-3,8,0.070325,594.500763260708,0.00487800000000005
8505C,Nutlin-3,8,0,62.7954111534867,0.032703
8-MG-BA,Nutlin-3,8,0.0655125,387.460535602292,0.00858999999999999
A172,Nutlin-3,8,0.0720875,2.6758792020228,0.118783
A204,Nutlin-3,8,0.0046125,3.0558781557232,0.170809
A2058,Nutlin-3,8,0.0247125,162.646315544398,0.00977799999999995
A253,Nutlin-3,8,0.0332375,797.233811293428,0.00364699999999996
A2780,Nutlin-3,4.065729618,0.1161375,182.512743868313,0.014826
A375,Nutlin-3,8,0.0716625,1.80868850542005,0.26588
A549,Nutlin-3,8,0.0760375,3.72255030778318,0.162579
A673,Nutlin-3,8,0.095,364.31795897016,0.010471
ACHN,Nutlin-3,8,0.08218125,105.330391949622,0.01402
AN3-CA,Nutlin-3,8,0.1624125,219.156919361808,0.00699399999999994
AsPC-1,Nutlin-3,8,0.005378125,36.1527132097512,0.061924
AU565,Nutlin-3,8,0,613.174769180126,0.00434800000000002
BCPAP,Nutlin-3,8,0.0465375,178.493288308469,0.00822999999999996
BFTC-909,Nutlin-3,8,0,345.474211734203,0.00344100000000003
BL-41,Nutlin-3,8,0,1248.00181093746,0.00197999999999998
BT-20,Nutlin-3,8,0,731.897151006349,0.003799
BT-474,Nutlin-3,8,0.040375,747.081289128438,0.00381600000000004
BT-549,Nutlin-3,8,0.0475375,792.719151987723,0.00387400000000004
BxPC-3,Nutlin-3,8,0.088125,468.851927978161,0.00628499999999999
C2BBe1,Nutlin-3,8,0.0633,3.1702612571565,0.124189
C32,Nutlin-3,8,0.028925,5.58547791481599,0.165111
C3A,Nutlin-3,8,0.090415,147.021230276455,0.0212329999999999
CAL-12T,Nutlin-3,8,0.051825,78.5068592537735,0.031223
CAL-27,Nutlin-3,8,0.04855,685.725224425075,0.00404899999999997
CAL-85-1,Nutlin-3,8,0.0219625,268.027610645283,0.012861
Calu-3,Nutlin-3,8,0.0367,382.157183842111,0.010221
Calu-6,Nutlin-3,8,0.0587375,76.8973949403835,0.060391
CAMA-1,Nutlin-3,8,0,106.345263101417,0.017388
Capan-2,Nutlin-3,8,0.069875,1178.40958614809,0.00220100000000001
CAS-1,Nutlin-3,8,0.0039875,735.2936917397,0.003776
CHL-1,Nutlin-3,8,0.03295,540.340231776528,0.00706700000000005
CHP-212,Nutlin-3,8,0.0413125,1.37095969239711,0.304799
COLO-205,Nutlin-3,8,0.0799875,71.7979554484205,0.062961
COLO-320-HSR,Nutlin-3,8,0.02515,721.322981337803,0.00385500000000005
COLO-678,Nutlin-3,8,0.042075,9.32810606361829,0.094839
COLO-679,Nutlin-3,6.98195076,0.0745625,15.501053664971,0.13339
COLO-741,Nutlin-3,8,0.0521625,93.9008088379686,0.018389
COR-L105,Nutlin-3,8,0.01655,46.885666012176,0.054368
COR-L23,Nutlin-3,8,0,51.2597067456633,0.109415
Daoy,Nutlin-3,8,0.08375,97.8643171048667,0.033637
DBTRG-05MG,Nutlin-3,8,0.09555,4.42462708352961,0.206387
DEL,Nutlin-3,8,0.0445375,978.235070952114,0.00359799999999999
Detroit562,Nutlin-3,8,0.061275,751.57725126173,0.00367300000000004
DK-MG,Nutlin-3,8,0.04635,2.62471153873625,0.228771
DMS-114,Nutlin-3,8,0.05258875,1290.61612550019,0.002139
DOHH-2,Nutlin-3,2.595669508,0.204,2.42278813769823,0.212036
DU-145,Nutlin-3,8,0.0106625,327.49637948285,0.003772
EB2,Nutlin-3,8,0,1158.47179796706,0.00200599999999995
EFE-184,Nutlin-3,8,0.0018875,869.039866058789,0.00356900000000004
EFM-19,Nutlin-3,8,0.0254625,34.5743818892055,0.07592
EFO-21,Nutlin-3,8,0.0273875,40.581366173139,0.055551
EFO-27,Nutlin-3,8,0,264.175062787247,0.017104
EM-2,Nutlin-3,8,0.047075,114.79833726199,0.021541
ESS-1,Nutlin-3,8,0.028558625,201.060327531576,0.017941
FADU,Nutlin-3,8,0.02035,297.516593529507,0.010423
G-361,Nutlin-3,8,0.0865375,22.4947286603524,0.122107
G-401,Nutlin-3,5.311493397,0.09825,3.36322387308562,0.188706
G-402,Nutlin-3,8,0.1507,3.808315631814,0.201232
GAMG,Nutlin-3,8,0.0663625,448.630675380919,0.00660799999999995
GB-1,Nutlin-3,8,0.049375,130.476873956799,0.022702
GCIY,Nutlin-3,8,0.0905625,408.475117266291,0.00738799999999995
GCT,Nutlin-3,8,0,340.779281709072,0.00338499999999997
GI-1,Nutlin-3,8,0.0386125,168.234358772778,0.017308
GMS-10,Nutlin-3,8,0.0093375,631.776694358963,0.00427299999999997
H4,Nutlin-3,8,0.132125,0.662804635261433,0.389014
HCC1187,Nutlin-3,8,0.0566125,234.75537159021,0.013126
HCC1395,Nutlin-3,8,0,428.579820684336,0.00820100000000001
HCC1569,Nutlin-3,8,0,138.0874251292,0.03608
HCC1806,Nutlin-3,8,0.0174375,241.874500822749,0.016286
HCC1954,Nutlin-3,8,0.0381825,24.8843725995619,0.092541
HCC70,Nutlin-3,8,0.030975,135.463468662055,0.017347
HCT-116,Nutlin-3,8,0.0325125,3.3033496529179,0.221178
HCT-15,Nutlin-3,8,0,770.854006806735,0.00370599999999999
HD-MY-Z,Nutlin-3,8,0.066275,608.654023277683,0.00579700000000005
HEC-1,Nutlin-3,8,0,74.109890616443,0.051406
HGC-27,Nutlin-3,8,0.032675,144.198237187283,0.035138
HH,Nutlin-3,8,0.1023,57.1515779195201,0.060879
HLE,Nutlin-3,8,0.0410625,186.014755274577,0.00687400000000005
HOS,Nutlin-3,8,0.035,67.9265517431289,0.046172
HPAF-II,Nutlin-3,8,0.16075,196.030449155755,0.00721099999999997
Hs-578-T,Nutlin-3,8,0.0542875,1164.8900687972,0.00218799999999997
HSC-2,Nutlin-3,8,0.021075,634.923170351386,0.00395299999999998
HT,Nutlin-3,8,0.01575,347.463978277944,0.00711200000000001
HT-1080,Nutlin-3,6.066975117,0.0852875,7.48253770632266,0.134956
HT-1197,Nutlin-3,8,0.04355,16.0351790615178,0.08563
HT-1376,Nutlin-3,8,0.012625,335.230381019339,0.00955399999999995
HT-144,Nutlin-3,8,0.065175,2.64576963420557,0.238864
HT-29,Nutlin-3,8,0.0411875,672.776379309049,0.00401200000000002
HuCCT1,Nutlin-3,8,0.0232625,94.2968702689411,0.067837
HuP-T3,Nutlin-3,8,0.0575375,597.578705609403,0.00481699999999996
